Team,full_name,first_name,last_name,Pos,Ht,Wt,Birth Date,Country,Exp,College,id,is_active,Season
MIN,Monte Morris,Monte,Morris,PG,6-2,183,"June 27, 1995",us,6,Iowa State,1628420,True,2024
DAL,Olivier-Maxence Prosper,Olivier-Maxence,Prosper,PF,6-8,230,"July 3, 2002",ca,R,"Clemson, Marquette",1641765,True,2024
OKC,Jalen Williams,Jalen,Williams,SG,6-5,195,"April 14, 2001",us,R,Santa Clara,1631114,True,2023
OKC,Jalen Williams,Jalen,Williams,PF,6-5,195,"April 14, 2001",us,1,Santa Clara,1631114,True,2024
DEN,Jalen Pickett,Jalen,Pickett,SG,6-4,209,"October 22, 1999",us,R,"Siena College, Penn State",1629618,True,2024
CHO,Mark Williams,Mark,Williams,C,7-0,241,"December 16, 2001",us,R,Duke,1631109,True,2023
CHO,Mark Williams,Mark,Williams,C,7-0,241,"December 16, 2001",us,1,Duke,1631109,True,2024
BRK,Yuta Watanabe,Yuta,Watanabe,SF,6-9,215,"October 13, 1994",jp,4,George Washington,1629139,True,2023
MEM,Yuta Watanabe,Yuta,Watanabe,SF,6-9,215,"October 13, 1994",jp,5,George Washington,1629139,True,2024
NOP,Garrett Temple,Garrett,Temple,SG,6-5,195,"May 8, 1986",us,12,LSU,202066,True,2023
TOR,Garrett Temple,Garrett,Temple,SG,6-5,195,"May 8, 1986",us,13,LSU,202066,True,2024
PHI,Georges Niang,Georges,Niang,PF,6-7,230,"June 17, 1993",us,6,Iowa State,1627777,True,2023
CLE,Georges Niang,Georges,Niang,PF,6-7,230,"June 17, 1993",us,7,Iowa State,1627777,True,2024
NOP,Dyson Daniels,Dyson,Daniels,PG,6-8,199,"March 17, 2003",au,R,,1630700,True,2023
NOP,Dyson Daniels,Dyson,Daniels,PG,6-8,199,"March 17, 2003",au,1,,1630700,True,2024
MIA,Cody Zeller,Cody,Zeller,C,6-11,240,"October 5, 1992",us,9,Indiana,203469,True,2023
NOP,Cody Zeller,Cody,Zeller,C,6-11,240,"October 5, 1992",us,10,Indiana,203469,True,2024
DET,Isaiah Stewart,Isaiah,Stewart,C,6-8,250,"May 22, 2001",us,2,Washington,1630191,True,2023
DET,Isaiah Stewart,Isaiah,Stewart,PF,6-8,250,"May 22, 2001",us,3,Washington,1630191,True,2024
NOP,Dereon Seabron,Dereon,Seabron,SG,6-7,180,"May 26, 2000",us,R,NC State,1631220,True,2023
NOP,Dereon Seabron,Dereon,Seabron,SG,6-7,180,"May 26, 2000",us,1,NC State,1631220,True,2024
DAL,Luka Doncic,Luka,Doncic,PG,6-7,230,"February 28, 1999",si,4,,1629029,True,2023
DAL,Luka Doncic,Luka,Doncic,PG,6-7,230,"February 28, 1999",si,5,,1629029,True,2024
UTA,Lauri Markkanen,Lauri,Markkanen,PF,7-0,240,"May 22, 1997",fi,5,Arizona,1628374,True,2023
UTA,Lauri Markkanen,Lauri,Markkanen,PF,7-0,240,"May 22, 1997",fi,6,Arizona,1628374,True,2024
OKC,Dario Saric,Dario,Saric,C,6-10,225,"April 8, 1994",hr,5,,203967,True,2023
PHO,Dario Saric,Dario,Saric,PF,6-10,225,"April 8, 1994",hr,5,,203967,True,2023
GSW,Dario Saric,Dario,Saric,C,6-10,225,"April 8, 1994",hr,6,,203967,True,2024
LAL,Max Christie,Max,Christie,SG,6-6,190,"February 10, 2003",us,R,Michigan State,1631108,True,2023
LAL,Max Christie,Max,Christie,SG,6-6,190,"February 10, 2003",us,1,Michigan State,1631108,True,2024
BOS,Derrick White,Derrick,White,SG,6-4,190,"July 2, 1994",us,5,"Colorado-Colorado Springs, Colorado",1628401,True,2023
BOS,Derrick White,Derrick,White,SG,6-4,190,"July 2, 1994",us,6,"Colorado-Colorado Springs, Colorado",1628401,True,2024
CLE,Ricky Rubio,Ricky,Rubio,PG,6-2,190,"October 21, 1990",es,11,,201937,True,2023
